FilePath	IFD0:ImageDescription	XMP-iptcExt:ArtworkContentDescription	XMP-iptcExt:PersonInImage	XMP-dc:Subject	XMP-dc:Description	XMP-dc:Creator	XMP-photoshop:CaptionWriter	XMP-photoshop:City	XMP-photoshop:State	XMP-photoshop:Country	XMP-iptcCore:Location	XMP-iptcCore:CountryCode	XMP-iptcCore:SubjectCode	XMP-iptcCore:ExtDescrAccessibility	XMP-lr:HierarchicalSubject	IPTC:CodedCharacterSet	IPTC:ApplicationRecordVersion	IPTC:Keywords	IPTC:City	IPTC:Sub-location	IPTC:Province-State	IPTC:Country-PrimaryLocationCode	IPTC:Country-PrimaryLocationName	IPTC:Caption-Abstract	IPTC:Writer-Editor
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P02_S02.tif					Family (1980-1985) - Book 08, Page 02, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P03_S01.tif					Family (1980-1985) - Book 08, Page 03, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P03_S02.tif					Family (1980-1985) - Book 08, Page 03, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P04_S01.tif					Family (1980-1985) - Book 08, Page 04, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P04_S02.tif					Family (1980-1985) - Book 08, Page 04, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P05_S01.tif					Family (1980-1985) - Book 08, Page 05, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P05_S02.tif					Family (1980-1985) - Book 08, Page 05, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P06_S01.tif					Family (1980-1985) - Book 08, Page 06, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P06_S02.tif					Family (1980-1985) - Book 08, Page 06, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P07_S01.tif					Family (1980-1985) - Book 08, Page 07, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P07_S02.tif					Family (1980-1985) - Book 08, Page 07, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P08_S01.tif					Family (1980-1985) - Book 08, Page 08, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P08_S02.tif					Family (1980-1985) - Book 08, Page 08, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P09_S01.tif					Family (1980-1985) - Book 08, Page 09, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P09_S02.tif					Family (1980-1985) - Book 08, Page 09, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P10_S01.tif					Family (1980-1985) - Book 08, Page 10, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P10_S02.tif					Family (1980-1985) - Book 08, Page 10, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P11_S01.tif					Family (1980-1985) - Book 08, Page 11, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P11_S02.tif					Family (1980-1985) - Book 08, Page 11, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P12_S01.tif					Family (1980-1985) - Book 08, Page 12, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P12_S02.tif					Family (1980-1985) - Book 08, Page 12, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P13_S01.tif					Family (1980-1985) - Book 08, Page 13, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P13_S02.tif					Family (1980-1985) - Book 08, Page 13, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P14_S01.tif					Family (1980-1985) - Book 08, Page 14, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P14_S02.tif					Family (1980-1985) - Book 08, Page 14, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P15_S01.tif					Family (1980-1985) - Book 08, Page 15, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P15_S02.tif					Family (1980-1985) - Book 08, Page 15, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P16_S01.tif					Family (1980-1985) - Book 08, Page 16, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P16_S02.tif					Family (1980-1985) - Book 08, Page 16, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P17_S01.tif					Family (1980-1985) - Book 08, Page 17, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P17_S02.tif					Family (1980-1985) - Book 08, Page 17, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P18_S01.tif					Family (1980-1985) - Book 08, Page 18, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P18_S02.tif					Family (1980-1985) - Book 08, Page 18, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P19_S01.tif					Family (1980-1985) - Book 08, Page 19, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P19_S02.tif					Family (1980-1985) - Book 08, Page 19, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P20_S01.tif					Family (1980-1985) - Book 08, Page 20, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P20_S02.tif					Family (1980-1985) - Book 08, Page 20, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P21_S01.tif					Family (1980-1985) - Book 08, Page 21, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P21_S02.tif					Family (1980-1985) - Book 08, Page 21, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P22_S01.tif					Family (1980-1985) - Book 08, Page 22, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P22_S02.tif					Family (1980-1985) - Book 08, Page 22, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P23_S01.tif					Family (1980-1985) - Book 08, Page 23, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P23_S02.tif					Family (1980-1985) - Book 08, Page 23, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P24_S01.tif					Family (1980-1985) - Book 08, Page 24, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P24_S02.tif					Family (1980-1985) - Book 08, Page 24, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P25_S01.tif					Family (1980-1985) - Book 08, Page 25, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P25_S02.tif					Family (1980-1985) - Book 08, Page 25, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P26_S01.tif					Family (1980-1985) - Book 08, Page 26, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P26_S02.tif					Family (1980-1985) - Book 08, Page 26, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P27_S01.tif					Family (1980-1985) - Book 08, Page 27, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P27_S02.tif					Family (1980-1985) - Book 08, Page 27, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P28_S01.tif					Family (1980-1985) - Book 08, Page 28, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P28_S02.tif					Family (1980-1985) - Book 08, Page 28, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P29_S01.tif					Family (1980-1985) - Book 08, Page 29, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P29_S02.tif					Family (1980-1985) - Book 08, Page 29, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P30_S01.tif					Family (1980-1985) - Book 08, Page 30, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P30_S02.tif					Family (1980-1985) - Book 08, Page 30, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P31_S01.tif					Family (1980-1985) - Book 08, Page 31, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P31_S02.tif					Family (1980-1985) - Book 08, Page 31, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P32_S01.tif					Family (1980-1985) - Book 08, Page 32, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P32_S02.tif					Family (1980-1985) - Book 08, Page 32, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P33_S01.tif					Family (1980-1985) - Book 08, Page 33, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P33_S02.tif					Family (1980-1985) - Book 08, Page 33, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P34_S01.tif					Family (1980-1985) - Book 08, Page 34, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P34_S02.tif					Family (1980-1985) - Book 08, Page 34, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P35_S01.tif					Family (1980-1985) - Book 08, Page 35, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P35_S02.tif					Family (1980-1985) - Book 08, Page 35, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P36_S01.tif					Family (1980-1985) - Book 08, Page 36, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P36_S02.tif					Family (1980-1985) - Book 08, Page 36, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P37_S01.tif					Family (1980-1985) - Book 08, Page 37, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P37_S02.tif					Family (1980-1985) - Book 08, Page 37, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P38_S01.tif					Family (1980-1985) - Book 08, Page 38, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P38_S02.tif					Family (1980-1985) - Book 08, Page 38, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P39_S01.tif					Family (1980-1985) - Book 08, Page 39, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P39_S02.tif					Family (1980-1985) - Book 08, Page 39, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P40_S01.tif					Family (1980-1985) - Book 08, Page 40, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P40_S02.tif					Family (1980-1985) - Book 08, Page 40, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P41_S01.tif					Family (1980-1985) - Book 08, Page 41, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P41_S02.tif					Family (1980-1985) - Book 08, Page 41, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P42_S01.tif					Family (1980-1985) - Book 08, Page 42, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P42_S02.tif					Family (1980-1985) - Book 08, Page 42, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P43_S01.tif					Family (1980-1985) - Book 08, Page 43, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P43_S02.tif					Family (1980-1985) - Book 08, Page 43, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P44_S01.tif					Family (1980-1985) - Book 08, Page 44, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P44_S02.tif					Family (1980-1985) - Book 08, Page 44, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P45_S01.tif					Family (1980-1985) - Book 08, Page 45, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P45_S02.tif					Family (1980-1985) - Book 08, Page 45, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P46_S01.tif					Family (1980-1985) - Book 08, Page 46, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1980-1985_B08_Archive\Family_1980-1985_B08_P46_S02.tif					Family (1980-1985) - Book 08, Page 46, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1989-1993_B10_Archive\Family_1989-1993_B10_P01_S01.tif					Family (1989-1993) - Book 10, Page 01, Scan S01 of 1 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1989-1993_B10_Archive\Family_1989-1993_B10_P02_S01.tif					Family (1989-1993) - Book 10, Page 02, Scan S01 of 2 total	Audrey D. Cordell										UTF8	4	"[""Victoria"", ""Canada"", ""Boston"", ""Massachusetts"", ""Audrey"", ""Leslie"", ""Gilbert"", ""Helen"", ""Joe"", ""April"", ""Travis"", ""Donna"", ""Randy"", ""Eugene"", ""June"", ""Mark"", ""Indianapolis"", ""Indiana"", ""Family""]"							
Photo Albums\Family_1989-1993_B10_Archive\Family_1989-1993_B10_P02_S02.tif					Family (1989-1993) - Book 10, Page 02, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1989-1993_B10_Archive\Family_1989-1993_B10_P03_S01.tif					Family (1989-1993) - Book 10, Page 03, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1989-1993_B10_Archive\Family_1989-1993_B10_P03_S02.tif					Family (1989-1993) - Book 10, Page 03, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1989-1993_B10_Archive\Family_1989-1993_B10_P04_S01.tif					Family (1989-1993) - Book 10, Page 04, Scan S01 of 2 total	Audrey D. Cordell												"[""Family""]"							
Photo Albums\Family_1989-1993_B10_Archive\Family_1989-1993_B10_P04_S02.tif					Family (1989-1993) - Book 10, Page 04, Scan S02 of 2 total	Audrey D. Cordell												"[""Family""]"							
